size,dist,time,cost,alg
10,euclidean,3.4383,162621.5868,twice-around-the-tree
10,manhattan,3.5095,204758.0,twice-around-the-tree
10,euclidean,3.387,165498.2075,twice-around-the-tree
10,manhattan,3.3205,204492.0,twice-around-the-tree
10,euclidean,3.4142,161066.7535,twice-around-the-tree
10,manhattan,3.2929,202852.0,twice-around-the-tree
10,euclidean,3.3314,161286.3149,twice-around-the-tree
10,manhattan,3.2844,205832.0,twice-around-the-tree
10,euclidean,3.3546,159667.7613,twice-around-the-tree
10,manhattan,3.2391,201210.0,twice-around-the-tree
10,euclidean,3.3248,160282.7611,twice-around-the-tree
10,manhattan,3.3066,205918.0,twice-around-the-tree
10,euclidean,3.5752,160237.7866,twice-around-the-tree
10,manhattan,3.3183,203764.0,twice-around-the-tree
10,euclidean,4.1158,158858.8372,twice-around-the-tree
10,manhattan,3.3162,209218.0,twice-around-the-tree
10,euclidean,3.7403,161786.2171,twice-around-the-tree
10,manhattan,3.6261,205784.0,twice-around-the-tree
10,euclidean,3.6548,162174.6041,twice-around-the-tree
10,manhattan,3.4609,206654.0,twice-around-the-tree
10,euclidean,3.4379,163480.3745,twice-around-the-tree
10,manhattan,3.481,207072.0,twice-around-the-tree
10,euclidean,3.5851,161274.7334,twice-around-the-tree
10,manhattan,3.2737,206192.0,twice-around-the-tree
10,euclidean,3.4946,159049.2242,twice-around-the-tree
10,manhattan,3.4021,197962.0,twice-around-the-tree
10,euclidean,3.3429,158668.2347,twice-around-the-tree
10,manhattan,3.6284,203504.0,twice-around-the-tree
10,euclidean,4.281,164943.2372,twice-around-the-tree
10,manhattan,3.9977,206718.0,twice-around-the-tree
10,euclidean,4.7592,158071.6661,twice-around-the-tree
10,manhattan,4.67,200868.0,twice-around-the-tree
10,euclidean,4.2189,163997.2009,twice-around-the-tree
10,manhattan,3.858,202074.0,twice-around-the-tree
10,euclidean,3.4968,161316.7336,twice-around-the-tree
10,manhattan,4.9179,208626.0,twice-around-the-tree
10,euclidean,3.4911,164037.9989,twice-around-the-tree
10,manhattan,3.8524,204092.0,twice-around-the-tree
10,euclidean,3.6234,162267.0993,twice-around-the-tree
10,manhattan,3.7984,202398.0,twice-around-the-tree
10,euclidean,5.2676,158292.7327,twice-around-the-tree
10,manhattan,4.2455,202728.0,twice-around-the-tree
10,euclidean,3.3398,159962.9714,twice-around-the-tree
10,manhattan,3.5961,203902.0,twice-around-the-tree
10,euclidean,3.5925,160908.1488,twice-around-the-tree
10,manhattan,3.8236,206946.0,twice-around-the-tree
10,euclidean,3.5576,157659.9078,twice-around-the-tree
10,manhattan,4.5462,201214.0,twice-around-the-tree
