size,time,path,cost
4,0.0009,"[0, 11, 2, 15, 13, 1, 5, 12, 14, 10, 7, 8, 6, 9, 4, 3, 0]",3772.111
4,0.0009,"[0, 4, 8, 11, 15, 3, 1, 13, 12, 7, 14, 9, 6, 2, 5, 10, 0]",5095.2753
4,0.0012,"[0, 3, 6, 11, 8, 12, 2, 13, 15, 9, 10, 14, 7, 4, 1, 5, 0]",4423.3646
4,0.0009,"[0, 9, 8, 11, 6, 10, 1, 12, 14, 15, 13, 5, 7, 4, 2, 3, 0]",4869.1239
4,0.0009,"[0, 2, 11, 3, 8, 10, 15, 6, 1, 12, 14, 9, 13, 5, 4, 7, 0]",4036.2819
4,0.0009,"[0, 11, 14, 8, 4, 15, 13, 10, 9, 5, 7, 3, 2, 6, 12, 1, 0]",3290.002
4,0.001,"[0, 3, 2, 12, 14, 10, 7, 1, 8, 6, 5, 13, 4, 15, 11, 9, 0]",4223.3989
4,0.0009,"[0, 12, 15, 10, 11, 6, 14, 1, 5, 8, 2, 3, 13, 7, 4, 9, 0]",4529.7956
4,0.0009,"[0, 8, 11, 3, 9, 2, 12, 10, 6, 4, 15, 14, 7, 13, 1, 5, 0]",3510.2895
4,0.0009,"[0, 6, 15, 13, 2, 10, 3, 1, 8, 14, 12, 4, 9, 11, 7, 5, 0]",3891.2421
4,0.001,"[0, 9, 6, 10, 4, 2, 5, 1, 15, 8, 11, 3, 12, 13, 7, 14, 0]",4547.3859
4,0.0009,"[0, 4, 5, 8, 9, 1, 14, 15, 6, 7, 13, 2, 12, 10, 3, 11, 0]",4362.4798
4,0.0009,"[0, 2, 10, 4, 3, 15, 8, 1, 7, 12, 11, 14, 13, 6, 5, 9, 0]",3696.489
4,0.0009,"[0, 15, 4, 11, 5, 12, 14, 1, 3, 13, 2, 9, 6, 7, 10, 8, 0]",5001.236
4,0.001,"[0, 4, 15, 5, 2, 13, 9, 1, 14, 11, 12, 10, 8, 7, 6, 3, 0]",3599.6197
4,0.0009,"[0, 15, 2, 11, 7, 10, 12, 5, 3, 14, 13, 9, 8, 4, 1, 6, 0]",4504.4267
4,0.0009,"[0, 7, 2, 8, 9, 1, 13, 11, 12, 5, 4, 14, 3, 6, 15, 10, 0]",4571.3165
4,0.0009,"[0, 1, 5, 6, 12, 11, 4, 10, 2, 8, 3, 13, 9, 14, 7, 15, 0]",4908.5356
4,0.001,"[0, 15, 12, 6, 14, 7, 11, 10, 1, 9, 5, 4, 13, 8, 3, 2, 0]",5126.7764
4,0.0009,"[0, 15, 5, 1, 2, 8, 13, 11, 4, 3, 7, 14, 12, 9, 6, 10, 0]",4744.1163
4,0.001,"[0, 9, 4, 14, 10, 5, 3, 8, 13, 12, 6, 7, 2, 1, 15, 11, 0]",4348.3653
4,0.0009,"[0, 5, 14, 10, 1, 12, 11, 4, 13, 9, 3, 8, 2, 7, 15, 6, 0]",4656.1458
4,0.001,"[0, 13, 8, 7, 10, 14, 11, 2, 12, 3, 6, 5, 4, 15, 1, 9, 0]",3617.3325
4,0.0009,"[0, 1, 8, 15, 14, 2, 10, 13, 11, 9, 7, 12, 5, 6, 4, 3, 0]",4603.5474
4,0.0009,"[0, 11, 6, 1, 12, 15, 14, 4, 9, 2, 5, 13, 3, 10, 8, 7, 0]",3923.347
4,0.0009,"[0, 15, 2, 14, 13, 3, 1, 9, 10, 6, 8, 12, 11, 7, 5, 4, 0]",3982.4777
4,0.0013,"[0, 15, 1, 14, 9, 7, 12, 10, 3, 13, 11, 8, 2, 6, 4, 5, 0]",4771.4577
4,0.001,"[0, 3, 12, 5, 15, 8, 9, 13, 11, 10, 6, 4, 1, 2, 14, 7, 0]",3807.2925
4,0.0009,"[0, 6, 10, 13, 12, 2, 5, 14, 8, 4, 1, 11, 15, 7, 3, 9, 0]",4459.9737
4,0.0012,"[0, 14, 1, 4, 5, 15, 10, 3, 12, 9, 2, 8, 6, 11, 13, 7, 0]",3822.1523
4,0.0011,"[0, 2, 1, 4, 10, 9, 14, 11, 8, 3, 5, 13, 15, 7, 12, 6, 0]",3881.7492
4,0.0009,"[0, 12, 8, 13, 3, 4, 14, 10, 7, 1, 5, 11, 9, 6, 2, 15, 0]",4880.1814
4,0.0013,"[0, 8, 12, 10, 11, 9, 15, 14, 7, 1, 2, 5, 4, 3, 13, 6, 0]",4846.7165
4,0.0009,"[0, 5, 13, 6, 1, 9, 14, 3, 10, 12, 8, 2, 11, 7, 15, 4, 0]",4553.0064
4,0.001,"[0, 13, 6, 10, 11, 8, 9, 14, 12, 1, 15, 3, 4, 5, 2, 7, 0]",3671.0199
4,0.0012,"[0, 7, 11, 13, 5, 15, 9, 10, 6, 3, 12, 2, 1, 4, 8, 14, 0]",4511.0726
4,0.001,"[0, 6, 10, 12, 1, 13, 14, 5, 9, 4, 11, 15, 3, 8, 7, 2, 0]",4896.6924
4,0.0009,"[0, 6, 5, 8, 11, 9, 12, 7, 14, 3, 1, 4, 13, 10, 2, 15, 0]",4687.9734
4,0.001,"[0, 8, 6, 5, 13, 4, 11, 9, 14, 15, 12, 2, 7, 1, 3, 10, 0]",3654.5456
4,0.0009,"[0, 13, 11, 3, 12, 15, 4, 6, 10, 7, 2, 5, 1, 14, 8, 9, 0]",5059.4977
4,0.0009,"[0, 5, 13, 3, 2, 15, 9, 4, 12, 7, 11, 10, 1, 14, 8, 6, 0]",4133.8426
4,0.0009,"[0, 4, 12, 11, 1, 8, 15, 7, 14, 3, 2, 5, 13, 9, 6, 10, 0]",4007.5732
4,0.0012,"[0, 11, 14, 10, 13, 12, 15, 9, 8, 3, 2, 1, 4, 7, 5, 6, 0]",4223.8262
4,0.0009,"[0, 6, 5, 13, 8, 1, 9, 12, 4, 10, 2, 15, 3, 11, 7, 14, 0]",4724.4598
4,0.0009,"[0, 2, 4, 10, 13, 11, 8, 6, 12, 15, 14, 1, 3, 5, 9, 7, 0]",4336.8839
4,0.001,"[0, 14, 11, 15, 13, 4, 5, 12, 9, 8, 1, 7, 3, 6, 10, 2, 0]",3667.2773
4,0.0011,"[0, 1, 14, 12, 6, 13, 4, 8, 15, 11, 9, 7, 10, 2, 5, 3, 0]",4387.5049
4,0.0009,"[0, 15, 4, 5, 11, 9, 6, 12, 1, 7, 2, 14, 8, 13, 10, 3, 0]",4500.4473
4,0.0012,"[0, 4, 1, 2, 5, 13, 15, 3, 6, 7, 9, 12, 11, 8, 14, 10, 0]",3930.8975
4,0.0011,"[0, 10, 3, 2, 1, 6, 12, 7, 9, 11, 5, 14, 13, 15, 8, 4, 0]",3674.6205
4,0.0013,"[0, 4, 1, 15, 14, 3, 8, 9, 11, 13, 6, 2, 5, 10, 12, 7, 0]",4249.7321
4,0.0012,"[0, 15, 14, 9, 4, 10, 7, 5, 1, 3, 11, 13, 12, 2, 8, 6, 0]",4926.4059
4,0.0009,"[0, 4, 15, 7, 2, 3, 8, 9, 6, 12, 14, 11, 10, 1, 5, 13, 0]",4132.6074
4,0.0009,"[0, 1, 3, 15, 11, 12, 14, 10, 4, 9, 6, 2, 8, 5, 7, 13, 0]",3347.1196
4,0.0011,"[0, 15, 1, 14, 4, 8, 12, 10, 11, 13, 2, 6, 7, 9, 3, 5, 0]",4703.2488
4,0.0011,"[0, 13, 7, 8, 12, 6, 11, 1, 3, 5, 14, 4, 2, 9, 10, 15, 0]",4623.6237
4,0.001,"[0, 9, 1, 3, 15, 4, 2, 10, 7, 8, 11, 14, 13, 6, 12, 5, 0]",4466.4104
4,0.0013,"[0, 14, 3, 2, 12, 5, 4, 8, 7, 13, 1, 11, 6, 15, 9, 10, 0]",4286.5049
4,0.001,"[0, 6, 10, 4, 14, 8, 7, 2, 3, 12, 9, 11, 1, 15, 5, 13, 0]",3523.2966
4,0.0009,"[0, 5, 10, 9, 7, 15, 8, 2, 6, 14, 12, 4, 3, 11, 1, 13, 0]",4090.7563
4,0.0009,"[0, 10, 2, 9, 12, 1, 8, 14, 7, 3, 5, 15, 6, 11, 4, 13, 0]",4361.7057
4,0.001,"[0, 14, 15, 8, 4, 9, 12, 3, 6, 13, 7, 11, 2, 1, 5, 10, 0]",4008.7988
4,0.0016,"[0, 10, 3, 6, 8, 2, 15, 14, 13, 5, 11, 9, 7, 4, 1, 12, 0]",4265.7417
4,0.0012,"[0, 6, 8, 3, 12, 9, 10, 5, 14, 7, 11, 2, 4, 1, 13, 15, 0]",4984.4789
4,0.0009,"[0, 11, 12, 5, 10, 13, 1, 15, 6, 8, 4, 7, 14, 2, 3, 9, 0]",4087.3997
4,0.0009,"[0, 12, 14, 7, 15, 2, 3, 9, 10, 4, 1, 5, 8, 6, 13, 11, 0]",4926.7412
4,0.0011,"[0, 12, 5, 6, 1, 4, 8, 2, 11, 3, 15, 14, 13, 7, 9, 10, 0]",3283.281
4,0.0009,"[0, 3, 9, 8, 12, 4, 5, 7, 13, 2, 11, 6, 10, 15, 1, 14, 0]",3874.696
4,0.0011,"[0, 13, 7, 9, 10, 12, 1, 5, 11, 6, 8, 4, 2, 15, 3, 14, 0]",4157.9576
4,0.001,"[0, 12, 7, 2, 8, 11, 4, 5, 15, 14, 10, 6, 13, 9, 1, 3, 0]",3850.3469
4,0.001,"[0, 10, 14, 3, 8, 9, 12, 11, 2, 7, 6, 4, 15, 1, 13, 5, 0]",3420.3946
4,0.0009,"[0, 1, 9, 15, 2, 6, 7, 8, 11, 12, 4, 10, 13, 5, 3, 14, 0]",4167.5183
4,0.0009,"[0, 15, 5, 9, 13, 12, 7, 3, 6, 11, 14, 8, 2, 4, 10, 1, 0]",4284.7374
4,0.001,"[0, 4, 12, 8, 5, 7, 11, 10, 9, 2, 3, 1, 15, 6, 13, 14, 0]",4497.2857
4,0.001,"[0, 8, 12, 9, 3, 6, 11, 1, 2, 7, 4, 5, 14, 15, 10, 13, 0]",4194.2215
4,0.0011,"[0, 2, 7, 12, 6, 14, 3, 1, 11, 10, 9, 15, 8, 5, 4, 13, 0]",3247.437
4,0.001,"[0, 11, 3, 13, 8, 5, 1, 2, 9, 10, 14, 6, 4, 15, 7, 12, 0]",3656.838
4,0.001,"[0, 1, 3, 15, 12, 14, 6, 8, 11, 2, 9, 5, 13, 4, 7, 10, 0]",4323.1674
4,0.001,"[0, 6, 14, 9, 15, 10, 3, 13, 5, 7, 2, 12, 8, 4, 11, 1, 0]",4113.4053
4,0.0012,"[0, 5, 13, 10, 9, 8, 3, 2, 14, 4, 1, 6, 11, 12, 7, 15, 0]",4260.6422
4,0.0009,"[0, 9, 5, 4, 6, 11, 13, 8, 10, 15, 14, 1, 3, 12, 7, 2, 0]",4066.5928
4,0.001,"[0, 10, 15, 1, 11, 3, 4, 8, 7, 9, 6, 14, 12, 5, 2, 13, 0]",3391.832
4,0.0013,"[0, 1, 5, 14, 10, 11, 15, 2, 3, 6, 4, 12, 9, 13, 8, 7, 0]",4946.8155
4,0.0009,"[0, 6, 9, 7, 4, 1, 11, 12, 5, 3, 13, 10, 2, 15, 14, 8, 0]",4141.3052
4,0.0009,"[0, 7, 9, 3, 10, 2, 15, 8, 14, 6, 1, 4, 5, 11, 13, 12, 0]",4279.84
4,0.001,"[0, 11, 14, 8, 9, 15, 5, 6, 4, 2, 7, 3, 10, 12, 1, 13, 0]",3957.1985
4,0.001,"[0, 5, 6, 13, 7, 15, 3, 12, 8, 2, 10, 9, 1, 4, 11, 14, 0]",4523.3496
4,0.0009,"[0, 15, 8, 12, 4, 2, 13, 3, 5, 11, 10, 6, 1, 14, 7, 9, 0]",3867.2461
4,0.0011,"[0, 3, 4, 10, 9, 15, 8, 6, 2, 5, 13, 11, 7, 14, 12, 1, 0]",4002.0542
4,0.0009,"[0, 2, 10, 13, 9, 14, 6, 12, 7, 5, 15, 1, 3, 8, 4, 11, 0]",4512.7859
4,0.001,"[0, 15, 8, 11, 12, 9, 2, 10, 3, 6, 5, 14, 7, 1, 13, 4, 0]",4250.164
4,0.0009,"[0, 6, 5, 11, 14, 13, 8, 15, 12, 1, 2, 4, 3, 7, 10, 9, 0]",5211.6482
4,0.001,"[0, 5, 2, 1, 9, 7, 8, 10, 6, 3, 14, 15, 11, 12, 4, 13, 0]",4010.2364
4,0.0009,"[0, 5, 11, 4, 12, 2, 6, 3, 8, 15, 9, 7, 10, 13, 14, 1, 0]",3454.9595
4,0.001,"[0, 10, 3, 5, 13, 8, 7, 6, 14, 1, 11, 12, 4, 15, 9, 2, 0]",3728.6103
4,0.0009,"[0, 11, 1, 8, 3, 12, 7, 2, 9, 6, 10, 15, 5, 13, 4, 14, 0]",3644.9491
4,0.0009,"[0, 14, 8, 9, 13, 4, 1, 11, 15, 5, 10, 6, 3, 7, 2, 12, 0]",3799.8359
4,0.001,"[0, 14, 9, 11, 8, 4, 12, 2, 13, 6, 7, 10, 15, 5, 3, 1, 0]",4836.4042
4,0.0012,"[0, 2, 4, 12, 7, 11, 15, 5, 13, 8, 9, 6, 14, 3, 10, 1, 0]",3457.7794
4,0.0009,"[0, 10, 6, 3, 7, 5, 1, 2, 14, 11, 8, 4, 9, 15, 12, 13, 0]",4177.4216
4,0.0009,"[0, 12, 4, 15, 3, 2, 9, 11, 7, 1, 8, 14, 13, 10, 6, 5, 0]",4527.8941
4,0.0009,"[0, 1, 9, 12, 4, 10, 3, 15, 5, 13, 14, 2, 8, 11, 7, 6, 0]",4012.7842
4,0.001,"[0, 1, 13, 6, 2, 14, 11, 9, 5, 4, 10, 12, 7, 8, 15, 3, 0]",3562.3433
4,0.0009,"[0, 7, 12, 4, 11, 2, 5, 3, 8, 9, 14, 13, 10, 6, 1, 15, 0]",4653.5375
4,0.0009,"[0, 14, 9, 12, 7, 4, 5, 2, 15, 1, 6, 11, 13, 10, 8, 3, 0]",3648.2783
4,0.0009,"[0, 14, 13, 4, 1, 9, 12, 3, 15, 2, 11, 10, 5, 7, 8, 6, 0]",4304.728
4,0.001,"[0, 14, 1, 6, 11, 5, 3, 4, 10, 7, 2, 9, 15, 8, 12, 13, 0]",4209.7773
4,0.001,"[0, 15, 5, 12, 6, 10, 2, 8, 13, 1, 11, 4, 7, 3, 14, 9, 0]",4224.3018
4,0.0009,"[0, 11, 3, 4, 8, 6, 13, 7, 2, 5, 15, 14, 12, 1, 9, 10, 0]",4141.4157
4,0.0009,"[0, 1, 3, 15, 8, 7, 13, 5, 11, 9, 4, 10, 12, 14, 2, 6, 0]",3674.5058
4,0.0013,"[0, 5, 11, 6, 4, 10, 12, 9, 14, 2, 8, 3, 15, 1, 7, 13, 0]",4761.3274
4,0.001,"[0, 5, 1, 7, 9, 12, 14, 10, 3, 11, 6, 2, 15, 4, 8, 13, 0]",4773.0465
4,0.001,"[0, 12, 9, 4, 13, 6, 14, 8, 7, 5, 2, 10, 15, 1, 3, 11, 0]",4459.0798
4,0.0009,"[0, 1, 7, 5, 12, 15, 13, 9, 6, 11, 2, 10, 8, 4, 14, 3, 0]",4549.4412
4,0.001,"[0, 9, 12, 15, 10, 11, 7, 4, 2, 13, 6, 5, 1, 14, 8, 3, 0]",4126.2799
4,0.0009,"[0, 7, 4, 1, 8, 13, 11, 9, 12, 5, 14, 15, 3, 6, 2, 10, 0]",4214.9478
4,0.0017,"[0, 1, 5, 10, 3, 7, 14, 9, 4, 6, 12, 2, 11, 8, 13, 15, 0]",3905.4183
4,0.001,"[0, 8, 5, 7, 10, 1, 2, 4, 11, 12, 9, 3, 6, 13, 15, 14, 0]",3866.432
4,0.001,"[0, 13, 6, 1, 9, 5, 10, 12, 14, 2, 4, 15, 11, 3, 8, 7, 0]",4507.7263
4,0.0012,"[0, 6, 15, 7, 11, 3, 1, 4, 9, 10, 2, 13, 14, 5, 8, 12, 0]",3636.8449
4,0.0009,"[0, 7, 1, 6, 9, 12, 10, 15, 13, 8, 3, 11, 14, 2, 4, 5, 0]",4320.448
4,0.0009,"[0, 3, 10, 13, 4, 7, 12, 5, 2, 9, 11, 14, 15, 8, 6, 1, 0]",4584.1688
4,0.001,"[0, 5, 2, 10, 4, 13, 15, 1, 6, 7, 3, 11, 8, 12, 14, 9, 0]",3956.075
4,0.0018,"[0, 12, 14, 2, 13, 10, 8, 15, 5, 9, 6, 3, 1, 11, 4, 7, 0]",4571.0015
4,0.0017,"[0, 11, 3, 7, 5, 4, 14, 6, 1, 8, 9, 10, 15, 13, 2, 12, 0]",3184.1988
4,0.0009,"[0, 9, 14, 3, 10, 13, 5, 6, 2, 15, 1, 12, 8, 4, 7, 11, 0]",5019.3219
4,0.001,"[0, 8, 15, 6, 12, 13, 10, 14, 3, 11, 7, 5, 9, 2, 1, 4, 0]",4827.5089
4,0.0009,"[0, 9, 12, 3, 13, 6, 14, 10, 8, 5, 2, 7, 15, 11, 4, 1, 0]",4601.3455
4,0.0011,"[0, 5, 13, 14, 3, 15, 12, 6, 1, 4, 10, 2, 9, 11, 8, 7, 0]",4683.8113
4,0.001,"[0, 15, 10, 7, 1, 4, 8, 9, 14, 12, 3, 11, 5, 6, 2, 13, 0]",3373.0084
4,0.001,"[0, 10, 4, 14, 6, 2, 13, 5, 9, 1, 3, 15, 8, 12, 11, 7, 0]",4329.1368
4,0.001,"[0, 14, 13, 1, 4, 5, 9, 6, 15, 7, 8, 11, 10, 12, 3, 2, 0]",4931.5881
4,0.001,"[0, 1, 9, 5, 8, 13, 11, 4, 3, 15, 10, 14, 7, 6, 2, 12, 0]",4128.8013
4,0.0009,"[0, 12, 6, 15, 14, 11, 3, 1, 2, 10, 8, 7, 4, 9, 5, 13, 0]",3808.2804
4,0.0013,"[0, 3, 11, 14, 2, 9, 15, 7, 1, 5, 13, 4, 6, 12, 8, 10, 0]",3819.8166
4,0.0011,"[0, 14, 13, 7, 12, 9, 11, 8, 10, 6, 15, 2, 3, 1, 5, 4, 0]",4503.1665
4,0.0009,"[0, 1, 10, 7, 14, 2, 12, 4, 13, 9, 3, 8, 6, 5, 11, 15, 0]",3624.2515
4,0.001,"[0, 4, 9, 14, 13, 15, 12, 2, 7, 11, 1, 8, 10, 5, 3, 6, 0]",4702.0109
4,0.001,"[0, 14, 9, 2, 5, 3, 6, 1, 8, 10, 12, 4, 7, 15, 11, 13, 0]",4644.4563
4,0.0009,"[0, 5, 13, 8, 10, 9, 3, 6, 14, 11, 1, 15, 4, 7, 12, 2, 0]",4183.4779
4,0.0009,"[0, 8, 5, 13, 15, 3, 2, 1, 9, 11, 4, 6, 14, 10, 12, 7, 0]",4537.6054
4,0.001,"[0, 10, 14, 7, 8, 2, 9, 11, 5, 4, 12, 15, 6, 13, 3, 1, 0]",4319.0477
4,0.0013,"[0, 13, 8, 11, 4, 9, 15, 10, 7, 14, 12, 3, 2, 6, 1, 5, 0]",4632.4634
4,0.0009,"[0, 11, 1, 10, 8, 13, 5, 12, 6, 7, 4, 3, 9, 15, 14, 2, 0]",3946.2462
4,0.001,"[0, 10, 1, 12, 15, 14, 7, 3, 13, 11, 5, 6, 8, 2, 9, 4, 0]",5328.8316
4,0.001,"[0, 6, 15, 12, 10, 2, 5, 1, 8, 7, 11, 3, 13, 4, 9, 14, 0]",4208.114
4,0.0012,"[0, 8, 12, 7, 15, 5, 2, 11, 14, 6, 13, 1, 9, 4, 10, 3, 0]",3978.9787
4,0.0011,"[0, 5, 6, 1, 7, 11, 10, 3, 15, 2, 13, 12, 8, 4, 14, 9, 0]",4415.2242
4,0.0009,"[0, 1, 14, 12, 8, 2, 6, 13, 11, 3, 15, 7, 9, 4, 10, 5, 0]",4185.7109
4,0.0013,"[0, 4, 14, 1, 11, 7, 3, 10, 5, 13, 9, 15, 2, 12, 6, 8, 0]",4015.6917
4,0.0012,"[0, 10, 3, 12, 11, 9, 5, 14, 13, 2, 7, 6, 1, 15, 4, 8, 0]",3903.6358
4,0.0009,"[0, 13, 4, 11, 12, 6, 9, 5, 15, 1, 8, 7, 3, 14, 10, 2, 0]",5183.9119
4,0.0009,"[0, 10, 6, 4, 8, 11, 14, 7, 1, 2, 13, 12, 9, 5, 3, 15, 0]",4041.7485
4,0.001,"[0, 7, 12, 1, 8, 11, 10, 14, 3, 4, 15, 6, 13, 2, 9, 5, 0]",4918.1617
4,0.001,"[0, 13, 10, 14, 4, 5, 6, 3, 1, 9, 12, 8, 11, 7, 2, 15, 0]",4605.8364
4,0.001,"[0, 5, 4, 15, 3, 1, 8, 2, 6, 9, 10, 12, 11, 7, 13, 14, 0]",4201.5781
4,0.001,"[0, 12, 9, 5, 6, 13, 1, 2, 8, 15, 4, 14, 7, 10, 11, 3, 0]",3769.9108
4,0.0009,"[0, 4, 10, 14, 5, 1, 6, 8, 13, 9, 2, 3, 12, 11, 7, 15, 0]",4467.876
4,0.001,"[0, 3, 2, 10, 12, 15, 7, 9, 11, 13, 1, 5, 14, 4, 6, 8, 0]",4289.5814
4,0.0009,"[0, 8, 7, 14, 12, 9, 10, 6, 3, 2, 1, 13, 11, 4, 15, 5, 0]",4946.1585
4,0.001,"[0, 5, 4, 11, 7, 10, 1, 8, 13, 2, 14, 15, 6, 3, 12, 9, 0]",3870.1515
4,0.0009,"[0, 3, 14, 6, 7, 8, 2, 5, 1, 12, 10, 4, 15, 11, 9, 13, 0]",4100.833
4,0.0012,"[0, 4, 9, 7, 3, 14, 1, 12, 5, 13, 11, 10, 15, 8, 2, 6, 0]",4277.3487
4,0.0011,"[0, 15, 4, 8, 12, 13, 2, 10, 5, 7, 3, 1, 6, 9, 14, 11, 0]",4210.8783
4,0.0009,"[0, 11, 4, 2, 8, 9, 14, 5, 10, 15, 1, 13, 12, 7, 6, 3, 0]",4100.8585
4,0.0009,"[0, 1, 13, 3, 5, 9, 15, 4, 6, 8, 2, 10, 7, 11, 14, 12, 0]",4468.056
4,0.0012,"[0, 15, 9, 14, 8, 3, 5, 4, 13, 1, 6, 12, 10, 11, 7, 2, 0]",4010.1259
4,0.0009,"[0, 14, 5, 10, 13, 11, 1, 3, 15, 8, 2, 7, 6, 12, 4, 9, 0]",4297.3341
4,0.0009,"[0, 12, 11, 6, 2, 8, 5, 10, 13, 7, 3, 9, 14, 15, 1, 4, 0]",3980.4668
4,0.0012,"[0, 6, 12, 10, 3, 13, 7, 11, 14, 5, 4, 1, 8, 9, 2, 15, 0]",4726.9348
4,0.001,"[0, 10, 11, 13, 2, 5, 4, 1, 15, 6, 12, 9, 3, 7, 14, 8, 0]",4204.8944
4,0.0009,"[0, 6, 10, 4, 11, 14, 3, 8, 12, 15, 1, 2, 9, 5, 7, 13, 0]",4714.5677
4,0.0009,"[0, 14, 15, 8, 2, 12, 13, 5, 3, 9, 7, 6, 4, 11, 1, 10, 0]",4804.7793
4,0.001,"[0, 3, 11, 14, 13, 6, 5, 1, 15, 10, 12, 7, 9, 8, 2, 4, 0]",4034.7802
4,0.001,"[0, 11, 12, 9, 1, 8, 7, 4, 2, 10, 6, 13, 3, 5, 15, 14, 0]",3820.6578
4,0.001,"[0, 1, 9, 14, 5, 10, 2, 13, 3, 12, 15, 8, 7, 11, 6, 4, 0]",4367.0123
4,0.001,"[0, 7, 9, 8, 12, 11, 4, 15, 14, 1, 3, 5, 10, 2, 6, 13, 0]",4282.8975
4,0.001,"[0, 1, 8, 6, 10, 14, 13, 12, 3, 2, 9, 11, 15, 7, 4, 5, 0]",4936.5318
4,0.001,"[0, 15, 1, 13, 7, 4, 11, 12, 2, 9, 14, 6, 8, 3, 10, 5, 0]",4401.4891
4,0.0012,"[0, 11, 5, 1, 3, 4, 13, 6, 9, 7, 8, 14, 10, 12, 2, 15, 0]",4404.5579
4,0.0009,"[0, 1, 14, 13, 8, 12, 6, 3, 9, 7, 4, 11, 15, 2, 5, 10, 0]",3831.6515
4,0.0009,"[0, 13, 8, 15, 9, 2, 7, 3, 14, 4, 6, 10, 5, 11, 1, 12, 0]",4624.0984
4,0.0012,"[0, 3, 6, 11, 8, 1, 2, 15, 13, 9, 5, 10, 7, 12, 4, 14, 0]",2957.8204
4,0.0009,"[0, 5, 11, 9, 3, 14, 12, 13, 7, 4, 2, 10, 6, 8, 15, 1, 0]",4293.2765
4,0.0009,"[0, 13, 15, 3, 6, 1, 12, 4, 11, 2, 7, 10, 8, 9, 5, 14, 0]",4234.5039
4,0.001,"[0, 5, 7, 13, 4, 8, 3, 15, 10, 9, 12, 6, 11, 2, 14, 1, 0]",4675.4111
4,0.0011,"[0, 4, 1, 13, 5, 14, 6, 8, 7, 12, 9, 3, 15, 11, 10, 2, 0]",3231.3834
4,0.0009,"[0, 5, 1, 10, 8, 11, 13, 3, 2, 4, 14, 7, 6, 9, 15, 12, 0]",4902.2187
4,0.0009,"[0, 6, 1, 8, 14, 12, 10, 5, 7, 3, 15, 4, 11, 2, 13, 9, 0]",4508.4423
4,0.0012,"[0, 1, 5, 13, 6, 4, 2, 12, 9, 15, 10, 11, 3, 7, 8, 14, 0]",3428.7352
4,0.001,"[0, 10, 7, 8, 12, 1, 15, 4, 2, 9, 6, 11, 13, 14, 3, 5, 0]",4879.3637
4,0.0009,"[0, 12, 9, 3, 11, 10, 8, 1, 7, 2, 4, 5, 6, 14, 13, 15, 0]",5152.9814
4,0.001,"[0, 10, 1, 6, 11, 7, 15, 3, 8, 14, 9, 12, 13, 2, 5, 4, 0]",3891.8509
4,0.001,"[0, 10, 2, 6, 14, 13, 1, 4, 7, 15, 9, 8, 12, 11, 3, 5, 0]",4388.524
4,0.0012,"[0, 4, 5, 13, 15, 7, 6, 12, 10, 3, 2, 8, 1, 11, 14, 9, 0]",4928.3943
4,0.0016,"[0, 9, 5, 14, 7, 1, 11, 2, 10, 13, 4, 3, 8, 6, 15, 12, 0]",4268.7531
4,0.001,"[0, 8, 14, 2, 7, 5, 6, 1, 10, 3, 12, 13, 4, 15, 9, 11, 0]",3884.4983
4,0.0009,"[0, 6, 5, 1, 15, 8, 2, 11, 14, 10, 7, 12, 9, 3, 13, 4, 0]",4146.3591
4,0.0012,"[0, 7, 2, 10, 6, 4, 1, 9, 5, 12, 3, 11, 15, 14, 8, 13, 0]",5473.8539
4,0.001,"[0, 10, 9, 6, 12, 13, 1, 11, 5, 14, 15, 8, 7, 4, 3, 2, 0]",4429.8776
4,0.0009,"[0, 14, 2, 9, 11, 7, 8, 4, 5, 1, 13, 15, 6, 12, 3, 10, 0]",3277.1853
4,0.001,"[0, 9, 5, 14, 6, 12, 15, 11, 13, 10, 3, 2, 7, 4, 8, 1, 0]",4244.4427
4,0.0012,"[0, 9, 7, 2, 13, 1, 3, 6, 11, 4, 15, 8, 12, 14, 10, 5, 0]",4201.4081
4,0.001,"[0, 12, 6, 3, 2, 9, 4, 1, 8, 10, 15, 13, 11, 5, 7, 14, 0]",4508.5754
4,0.0012,"[0, 15, 2, 5, 11, 6, 3, 13, 7, 14, 4, 10, 9, 1, 12, 8, 0]",4285.8974
4,0.0012,"[0, 13, 12, 15, 8, 3, 14, 4, 5, 2, 10, 9, 1, 7, 6, 11, 0]",3696.5755
4,0.0011,"[0, 14, 11, 5, 10, 13, 3, 2, 9, 15, 4, 12, 8, 7, 6, 1, 0]",3322.2136
4,0.0012,"[0, 7, 3, 12, 2, 1, 5, 14, 4, 9, 6, 11, 15, 13, 8, 10, 0]",4354.5322
4,0.001,"[0, 4, 7, 3, 5, 14, 10, 12, 15, 13, 2, 11, 1, 8, 6, 9, 0]",4759.1477
4,0.001,"[0, 15, 2, 6, 13, 12, 9, 4, 11, 7, 5, 3, 14, 8, 1, 10, 0]",4284.7828
4,0.0015,"[0, 6, 7, 5, 9, 14, 11, 12, 15, 1, 3, 8, 4, 13, 2, 10, 0]",5101.2261
4,0.001,"[0, 6, 9, 14, 7, 15, 3, 11, 8, 12, 2, 4, 13, 10, 5, 1, 0]",3881.4931
4,0.001,"[0, 3, 5, 1, 7, 15, 12, 8, 4, 9, 2, 6, 13, 10, 14, 11, 0]",3756.6087
